ActionGeo_Fullname (52)	ActionGeo_Lat (56)	ActionGeo_Long (57)	Actor1Name (6)	Actor1Geo_Fullname (36)	Actor2Name (16)	Actor2Geo_Fullname (44)	EventCode (26)	QuadClass  (29)	AvgTone (34)	SourceURL (60)
"Hollywood, California, United States"	37.8696	-122.259	FLORIDA	"Hollywood, California, United States"			"Engage in diplomatic cooperation, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Memorial Regional Hospital, Florida, United States"	37.8696	-122.259	NURSE	"Memorial Regional Hospital, Florida, United States"			"Disapprove, not specified below"	Material Conflict	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Memorial Regional Hospital, Florida, United States"	40	127	NURSE	"Memorial Regional Hospital, Florida, United States"			Make optimistic comment	Material Conflict	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Florida, United States"	36	138	NURSE	"Florida, United States"			"Make statement, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Hollywood, California, United States"	23	-102	POLICE	"Hollywood, California, United States"	FIREFIGHTER	"Hollywood, California, United States"	"Disapprove, not specified below"	Material Conflict	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Broward County, Florida, United States"	23	-102	POLICE	"Broward County, Florida, United States"	FIREFIGHTER	"Broward County, Florida, United States"	"Disapprove, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Hollywood, California, United States"	42.1497	-74.9384	POLICE	"Hollywood, California, United States"	FIREFIGHTER	"Hollywood, California, United States"	"Disapprove, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Broward County, Florida, United States"	39.828175	-98.5795	POLICE	"Broward County, Florida, United States"	FIREFIGHTER	"Broward County, Florida, United States"	"Make statement, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Memorial Regional Hospital, Florida, United States"	33	66	POLICE	"Broward County, Florida, United States"	FIREFIGHTER	"Broward County, Florida, United States"	"Make an appeal or request, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Florida, United States"	31.106	-97.6475	UNITED STATES	"Hollywood, California, United States"			"Provide aid, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Florida, United States"	38.889	-77.0003	UNITED STATES	"Hollywood, California, United States"			"Yield, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Hollywood, California, United States"	-12.05	-77.05	UNITED STATES	"Hollywood, California, United States"			Accuse of war crimes	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Hollywood, California, United States"	33	66	UNITED STATES	"Florida, United States"			"Reject, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Hollywood, California, United States"	39.9523	-75.1638	UNITED STATES	"Hollywood, California, United States"	UNITED STATES	"Hollywood, California, United States"	"Threaten, not specified below"	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Hollywood, California, United States"	38.889	-77.0003	UNITED STATES	"Florida, United States"	UNITED STATES	"Hollywood, California, United States"	Give ultimatum	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
Libya	24	90	WALL STREET JOURNAL	Libya			Fight with small arms and light weapons	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
Libya	11.5	42.5	WALL STREET JOURNAL	Libya			Make a visit	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
Libya	24	90	WALL STREET JOURNAL	Libya	LIBIA	Libya	Fight with small arms and light weapons	Verbal Cooperation	-3.0043	https://www.wsj.com/articles/visitors-at-nursing-home-recount-extreme-heat-1505530094
"Telangana, Andhra Pradesh, India"	45.5	-73.5833	GOVERNOR	"Telangana, Andhra Pradesh, India"			Provide military aid	Verbal Cooperation	-3.0303	http://english.sakshi.com/telangana/2017/09/16/telangana-govt-appoints-raja-sadaram-as-chief-information-officer
"Geneva, Genè, Switzerland"	35.685	139.751	CANADA	"Toronto, Ontario, Canada"	POLICE	"Toronto, Ontario, Canada"	Fight with artillery and tanks	Verbal Cooperation	-3.0457	https://www.insidebelleville.com/news-story/7558455-new-ownership-group-brings-new-hope-for-former-bel-marine/
"Trenton, Nova Scotia, Canada"	7.28333	81.6667	CANADA	"Madoc, Ontario, Canada"	POLICE	"Madoc, Ontario, Canada"	Host a visit	Verbal Cooperation	-3.0457	https://www.insidebelleville.com/news-story/7558455-new-ownership-group-brings-new-hope-for-former-bel-marine/
"Toronto, Ontario, Canada"	46	2	CANADA	"Madoc, Ontario, Canada"	POLICE	"Toronto, Ontario, Canada"	Make a visit	Verbal Cooperation	-3.0457	https://www.insidebelleville.com/news-story/7558455-new-ownership-group-brings-new-hope-for-former-bel-marine/
"Paris, France (general), France"	-12.05	-77.05	AFGHANISTAN	"Paris, France (general), France"			Accuse of war crimes	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	-12.05	-77.05	AFGHANISTAN	Iraq			Accuse of war crimes	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	36	138	AFGHANISTAN	"Paris, France (general), France"			"Use conventional military force, not specified below"	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	32.9866	-83.6487	AFGHANISTAN	Afghanistan			Host a visit	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	41.833333	22	EMPLOYER	Iraq			Express intent to meet or negotiate	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	41.833333	22	EMPLOYER	Iraq			Express intent to meet or negotiate	Material Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	41.833333	22	IRAQ	Iraq	EMPLOYER	Iraq	Make a visit	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	19	94.25	IRAQ	Iraq	MARINES	Iraq	"Make statement, not specified below"	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	24	90	NEW YORK	Iraq	THE WHITE HOUSE	Iraq	Express intent to meet or negotiate	Material Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
"White House, District of Columbia, United States"	19	94.25	SONY	"White House, District of Columbia, United States"	PRESIDENT	"Washington, District of Columbia, United States"	"Disapprove, not specified below"	Material Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
"White House, District of Columbia, United States"	24	90	THE WHITE HOUSE	"White House, District of Columbia, United States"	NEW YORK	"Hollywood, California, United States"	"Express intent to cooperate, not specified below"	Material Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
"Hollywood, California, United States"	24	90	UNITED STATES	"Hollywood, California, United States"	PARIS	"Paris, France (general), France"	"Provide aid, not specified below"	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
"Hollywood, California, United States"	19	94.25	UNITED STATES	"Hollywood, California, United States"	PARIS	"Hollywood, California, United States"	"Make statement, not specified below"	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	19	94.25			AFGHANISTAN	"Paris, France (general), France"	"Reject, not specified below"	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	19	94.25			AFGHANISTAN	Afghanistan	"Reject, not specified below"	Material Conflict	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
Iraq	19	94.25			UNITED STATES	Iraq	Decline comment	Verbal Cooperation	-3.0871	http://www.mcall.com/entertainment/movies/us--film-fall-preview-20170916-story.html
"Florida, United States"	19	94.25	MORMON	"Florida, United States"	FLORIDA	"Florida, United States"	"Make an appeal or request, not specified below"	Verbal Cooperation	-3.2	http://kutv.com/news/local/top-mormon-leader-visits-areas-ravaged-by-hurricane-irma
"Montana, United States"	44.5672	-122.127	SENATOR	"Montana, United States"			"Make statement, not specified below"	Material Conflict	-3.211	http://www.sidneyherald.com/news/tester-keeps-track-of-lyip-case/article_54a2bcd2-9a69-11e7-9e72-5330008661f0.html
"Montana, United States"	42.1497	-74.9384			UNITED STATES	"Montana, United States"	"Make statement, not specified below"	Verbal Conflict	-3.211	http://www.sidneyherald.com/news/tester-keeps-track-of-lyip-case/article_54a2bcd2-9a69-11e7-9e72-5330008661f0.html
"Toronto, Ontario, Canada"	42.1497	-74.9384	CANADA	"Toronto, Ontario, Canada"			"Make statement, not specified below"	Material Conflict	-3.2129	http://www.kelownadailycourier.ca/news/world_news/article_98fba9ef-d8ac-5f06-926b-782f409f82ad.html
"Toronto, Ontario, Canada"	60	-96	CANADA	"Toronto, Ontario, Canada"			"Reject, not specified below"	Verbal Cooperation	-3.2129	http://www.kelownadailycourier.ca/news/world_news/article_98fba9ef-d8ac-5f06-926b-782f409f82ad.html
"Hawaii, United States"	54	-4	RESIDENTS	"Hawaii, United States"			Make a visit	Verbal Cooperation	-3.2258	http://www.hawaiinewsnow.com/story/36380587/herd-of-loose-farm-pigs-tearing-up-maui-community
"Hawaii, United States"	54	-4	RESIDENTS	"Hawaii, United States"			Apologize	Verbal Cooperation	-3.2258	http://www.hawaiinewsnow.com/story/36380587/herd-of-loose-farm-pigs-tearing-up-maui-community
Japan	61.385	-152.268	JAPAN	Japan	PYONGYANG	"Pyongyang, P'yongyang-si, North Korea"	"Make statement, not specified below"	Verbal Cooperation	-3.2313	http://www.express.co.uk/news/uk/854861/kim-jong-un-usa-donald-trump-world-war-three-dprk-sanctions-north-korea
United States	39.828175	-98.5795	JAPAN	Japan	PYONGYANG	"Pyongyang, P'yongyang-si, North Korea"	"Make statement, not specified below"	Verbal Cooperation	-3.2313	http://www.express.co.uk/news/uk/854861/kim-jong-un-usa-donald-trump-world-war-three-dprk-sanctions-north-korea
"Pyongyang, P'yongyang-si, North Korea"	60	-96	JAPAN	Japan	NORTH KOREA	"Pyongyang, P'yongyang-si, North Korea"	"Reject, not specified below"	Verbal Conflict	-3.2313	http://www.express.co.uk/news/uk/854861/kim-jong-un-usa-donald-trump-world-war-three-dprk-sanctions-north-korea
"Pyongyang, P'yongyang-si, North Korea"	61.385	-152.268	NORTH KOREA	"Pyongyang, P'yongyang-si, North Korea"	UNITED KINGDOM	"Pyongyang, P'yongyang-si, North Korea"	"Make statement, not specified below"	Verbal Cooperation	-3.2313	http://www.express.co.uk/news/uk/854861/kim-jong-un-usa-donald-trump-world-war-three-dprk-sanctions-north-korea
Russia	38.8951	-77.0364	PRESIDENT	Russia	NORTH KOREA	"Pyongyang, P'yongyang-si, North Korea"	"Return, release, not specified below"	Verbal Conflict	-3.2313	http://www.express.co.uk/news/uk/854861/kim-jong-un-usa-donald-trump-world-war-three-dprk-sanctions-north-korea
Russia	43.6667	-79.4167	RUSSIA	Russia			Sign formal agreement	Verbal Conflict	-3.2313	http://www.express.co.uk/news/uk/854861/kim-jong-un-usa-donald-trump-world-war-three-dprk-sanctions-north-korea
Russia	36	138	RUSSIA	Russia	NORTH KOREA	"Pyongyang, P'yongyang-si, North Korea"	Make a visit	Verbal Conflict	-3.2313	http://www.express.co.uk/news/uk/854861/kim-jong-un-usa-donald-trump-world-war-three-dprk-sanctions-north-korea
Russia	60	-96			RUSSIA	Russia	"Make statement, not specified below"	Verbal Cooperation	-3.2313	http://www.express.co.uk/news/uk/854861/kim-jong-un-usa-donald-trump-world-war-three-dprk-sanctions-north-korea
"Pyongyang, P'yongyang-si, North Korea"	39.828175	-98.5795			RUSSIA	Russia	"Make statement, not specified below"	Verbal Conflict	-3.2313	http://www.express.co.uk/news/uk/854861/kim-jong-un-usa-donald-trump-world-war-three-dprk-sanctions-north-korea
Armenia	46.9048	-110.326	COMPANY	Armenia	BLOG	Armenia	"Demand material cooperation, not specified below"	Verbal Cooperation	-3.2538	http://www.panarmenian.net/eng/news/246582/Frances_highest_court_bans_access_to_Rwanda_genocide_archives
Armenia	46.9048	-110.326	FRANCE	Armenia	RWANDA	Armenia	Criticize or denounce	Verbal Cooperation	-3.2538	http://www.panarmenian.net/eng/news/246582/Frances_highest_court_bans_access_to_Rwanda_genocide_archives
"Warsaw, (PL67), Poland"	46.9048	-110.326	JUSTICE MINISTER	"Warsaw, (PL67), Poland"	POLAND	"Warsaw, (PL67), Poland"	"Demand material cooperation, not specified below"	Verbal Conflict	-3.2624	http://abcnews.go.com/International/wireStory/polish-pm-counter-critics-justice-system-49872959
"Warsaw, (PL67), Poland"	31.5497	74.3436	JUSTICE MINISTER	"Warsaw, (PL67), Poland"	POLAND	"Warsaw, (PL67), Poland"	"Disapprove, not specified below"	Verbal Cooperation	-3.2624	http://abcnews.go.com/International/wireStory/polish-pm-counter-critics-justice-system-49872959
"Warsaw, (PL67), Poland"	19	94.25	POLAND	"Warsaw, (PL67), Poland"	JUSTICE MINISTER	"Warsaw, (PL67), Poland"	"Reject, not specified below"	Material Cooperation	-3.2624	http://abcnews.go.com/International/wireStory/polish-pm-counter-critics-justice-system-49872959
"Warsaw, (PL67), Poland"	5.48333	102.1	POLAND	"Warsaw, (PL67), Poland"	SUPREME COURT	"Warsaw, (PL67), Poland"	"Make an appeal or request, not specified below"	Material Conflict	-3.2624	http://abcnews.go.com/International/wireStory/polish-pm-counter-critics-justice-system-49872959
"Warsaw, (PL67), Poland"	19	94.25	POLAND	"Warsaw, (PL67), Poland"	SUPREME COURT	"Warsaw, (PL67), Poland"	"Disapprove, not specified below"	Verbal Cooperation	-3.2624	http://abcnews.go.com/International/wireStory/polish-pm-counter-critics-justice-system-49872959
"Warsaw, (PL67), Poland"	19	94.25	POLAND	"Warsaw, (PL67), Poland"	JUSTICE MINISTER	"Warsaw, (PL67), Poland"	"Reject, not specified below"	Verbal Cooperation	-3.2624	http://abcnews.go.com/International/wireStory/polish-pm-counter-critics-justice-system-49872959
"Paris, France (general), France"	3.16667	101.7	ASSOCIATED PRESS	"Paris, France (general), France"	PROVIDENCE	"Paris, France (general), France"	"Reject, not specified below"	Verbal Cooperation	-3.2641	http://www.thewesterlysun.com/news/state/10873939-154/raimondo-orders-statewide-plan-to-deal-with-climate-change.html
"Rhode Island, United States"	43.6667	-79.4167	ASSOCIATED PRESS	"Rhode Island, United States"	UNITED STATES	"Rhode Island, United States"	"Make an appeal or request, not specified below"	Verbal Cooperation	-3.2641	http://www.thewesterlysun.com/news/state/10873939-154/raimondo-orders-statewide-plan-to-deal-with-climate-change.html
"Paris, France (general), France"	43.6667	-79.4167	UNITED STATES	"Paris, France (general), France"			"Make an appeal or request, not specified below"	Verbal Cooperation	-3.2641	http://www.thewesterlysun.com/news/state/10873939-154/raimondo-orders-statewide-plan-to-deal-with-climate-change.html
	3.16667	101.7	LIMPOPO				"Investigate, not specified below"	Verbal Cooperation	-3.3149	http://www.destinyconnect.com/2017/09/13/limpopo-boy-6-found-hanged-school-toilet/
Zambia	3.16667	101.7	CHRISTIAN	Zambia			Appeal for intelligence	Verbal Cooperation	-3.3193	https://www.lusakatimes.com/2017/09/16/pathfinder-number-2-public-order-act-amends-holy-bible-zambia/
Zambia	-28.55	16.4333	CHRISTIAN	Zambia	ZAMBIAN	Zambia	Make pessimistic comment	Verbal Cooperation	-3.3193	https://www.lusakatimes.com/2017/09/16/pathfinder-number-2-public-order-act-amends-holy-bible-zambia/
Zambia	8.5	4.55	CHRISTIAN	Zambia	ZAMBIA	Zambia	"Make statement, not specified below"	Verbal Cooperation	-3.3193	https://www.lusakatimes.com/2017/09/16/pathfinder-number-2-public-order-act-amends-holy-bible-zambia/
Zambia	8	10.5	CHRISTIAN	Zambia	ZAMBIAN	Zambia	Make pessimistic comment	Verbal Cooperation	-3.3193	https://www.lusakatimes.com/2017/09/16/pathfinder-number-2-public-order-act-amends-holy-bible-zambia/
Zambia	6.33333	7	GOVERNMENT	Zambia			Express intent to meet or negotiate	Verbal Cooperation	-3.3193	https://www.lusakatimes.com/2017/09/16/pathfinder-number-2-public-order-act-amends-holy-bible-zambia/
Zambia	6.33333	7	ZAMBIA	Zambia			Express intent to meet or negotiate	Verbal Cooperation	-3.3193	https://www.lusakatimes.com/2017/09/16/pathfinder-number-2-public-order-act-amends-holy-bible-zambia/
Zambia	6.5	7.5	ZAMBIAN	Zambia	POLICE	Zambia	Express intent to meet or negotiate	Verbal Cooperation	-3.3193	https://www.lusakatimes.com/2017/09/16/pathfinder-number-2-public-order-act-amends-holy-bible-zambia/
